,morph
180,"['세', '예스', '인적', '분할', '설립', '한국거래소', '유가증권', '시장', '상장', '미국', '유명', '바이어', '주문', '주문자', '상표', '부착', '생산', '제조', '자', '개발', '생산', '방식', '수출', '글로벌', '패션', '기업', '고객', 'H&M', '등', '주력', '품목', '셔츠', '의류', '니트', '숙녀', '복', '정장', '쥬', '얼', '의류', '등', 'OEM', 'ODM', 'TARGET', 'OLDNAVY', 'GAP', 'KOHL', 'S', 'WAL', 'MART', 'PINK']"
181,"['동사', '설립', '의약품', '의약', '외', '품', '제조업', '판매업', '연구개발', '등', '생명', '공학', '관련', '사업', '영위', '회사', '유가증권', '시장', '상장', '동사', '제품', '레', '가로', '치', '옥', '시드', '훼', '바', '씨', '지로', '이드', '액', '시마', '아', '프로', '벨', '메딘', '등', '동사', '전국', '대상', '영업', '활동', '매출', '품목', '전문', '의약품', '일반의약품', '슈퍼', '대형', '마트', '등', '의약', '외', '품', '건강', '기능', '식품', '등', '구분', '수']"
182,"['동사', '설립', '풍산홀딩스', '풍산', '인적', '분할', '설립', '한국거래소', '유가증권', '시장', '주식', '상장', '신동', '사업', '부문', '합금', '판', '리드', '프레임', '재', '봉', '선', '주화', '용', '소전', '등', '생산', '방산', '사업', '부문', '소구경', '구경', '각종', '군용', '탄약', '스포츠', '탄약', '추진', '화약', '탄약', '부분', '품', '정밀', '단조', '품', '등', '생산']"
183,"['동사', '설립', '연결', '대상', '종속', '회사', '한국증권거래소', '상장', '현재', '단체', '급식', '공산품', '식품', '유통', '사업', '식', '사업', '법인', '영업', '사업', '가구', '사업', '중장비', '제조', '사업', '사업', '영위', '동사', '종속', '회사', '푸드', '서비스', '유통', '법인', '영업', '여행', '중장비', '가구', '제조', '컴퓨터 프로그래밍', '시스템', '통합', '관리', '사업', '부문', '등', '구성']"
184,"['동사', '선', '경합', '섬', '주식회사', '설립', '유가증권', '시장', '상장', '분할', '기일', 'SK', '디스커버리', '주식회사', '상호', '변경', '투자', '부문', 'SK', '디스커버리', '주식회사', '사업', '부문', 'SK', '케미', '칼', '주식회사', '인적', '분할', '순수', '지주회사', '수익', '자회사', '등', '수취', '배아', '금', '수익', '임', '자회사', '친환경', '소재', '가스', '혈액', '제제', '사업', '등', '사업', '영위']"
185,"['동사', '회사', '주식', '소유', '회사', '지배', '목적', '지주', '사업', '투자', '임대', '사업', '등', '영위', '사업', '지주회사', '임', '삼양사', '삼양', '바이오', '삼남', '석유화학', '등', '포함', '자회사', '동사', '신규', '사업', '차세대', '성장', '동력', '사업', '선정', '투자', '검토', '진행', '중임', '국가', '성장', '동력', '영역', '외', '미래', '사업', '후보', '중', '구체', '사업', '대상', '검토', '중임']"
186,"['동사', '의약품', '제조', '판매', '목적', '설립', '한국거래소', '상장', 'KT&G', '그룹', '계열사', '바이오', '제약', '사업', '부문', '중', '추적', '역할', '수행', '국내외', '제약', '시장', '지속', '혁신', '제품 개발', '능력', '등', '우수', '사업', '입증', '항생', '주사제', '경장', '영양제', '하모니', '란', '고지혈증', '제제', '오마', '특', '발', '섬유', '증', '제제', '파이', '브로', '정', '등', '중대형', '품목', '주력', '제품']"
187,"['동사', '방송', '채널', '사용', '사업', '홈쇼핑', '프로그램', '제작', '공급', '도', '소매업', '등', '목적', '설립', '유가증권', '시장', '주식', '상장', '홈쇼핑', '인터넷', '쇼핑몰', '사업', '영위', '정수', '레', '업체', '현대', '레', '탈', '플라스틱', '창', '호', '제조', '업체', '현대', '엘', '앤', '씨', '등', '기업', '연결', '대상', '종속', '회사', '보유', '현대', '백화점', '그룹', '계열', '편입', '판매', '채널', '확대', '계열사', '현대', '리바트', '시너지', '도약', '목표', 'TV']"
188,"['동사', '설립', '유가증권', '시장', '상장', '원', '양', '어업', '참치', '포함', '수산물', '가공', '판매', '유통', '사업', '위탁', '사', '위탁', '보관', '배', '송', '하역', '등', '업무', '수행', '물류', '사업', '등', '사업', '진행', '국내', '최초', '인증', '참치', '프랑스', '수출', '지속', '안전', '수산물', '세계', 'MSC', 'MarineStewards', 'hipCouncil']"
189,"['동사', '조미료', '식품', '첨가', '물', '제조업', '등', '영위', '목적', '설립', '상장', '연결', '회사', '식품', '사업', '소재', '사업', '중심', '음식료품', '제조', '업체', '음', '식료', '소비자', '고객', '만족', '경영', '대한민국', '최고', '종합', '식품', '기업', '성장', '발전', '국내', '대표', '종합', '식품', '브랜드', '청정', '원', '중심', '순창', '고추장', '햇살', '담', '간장', '등', '종가', '집', '중심', '김치', '두부', '등', '신선', '식품', '생산', '판매']"
190,"['동사', '전기밥솥', '업계', '국내', '당사', '주방', '가전', '생활', '가전', '등', '분야', '사업', '전개', '건강', '생활', '가전', '기업', '동사', '전기밥솥', '전기', '압력', '밥솥', '품목', '세계', '일류', '상품', '선정', '현재', '세계', '일류', '상품', '인정', '동사', '쿠', '체', '국내', '전기밥솥', '시장', '대부분', '차지', '과점', '동사', '시장', '점유', '압도', '적', '우위']"
191,"['동사', '동원산업', '분할', '설립', '식품', '제조', '판매', '사업', '영위', '사업', '부문', '일반', '식품', '조미', '유통', '부문', '사료', '부문', '구성', '종속', '회사', '구성', '제품', '동원', '참치', '등', '리', '죽', '샘물', '전략', '사업', '집중', '육성', '마케팅', '역량', '집중', '목표']"
192,"['동사', '자동차', '친환경', '모터', '계기판', '샤시', '에어백', '등', '핵심', '부품', '소구경', '화기', '류', '소총', '권총', '기관총', '등', '등', '방산', '제품', '생산', '업체', '자동차', '부품', '기술력', '품질', '우수', '글로벌', '세계', '각국', '현대', '기아자동차', '푸조', '시트로엥', '등', '글로벌', '완성', '차', '업체', '공급', '친환경', '기차', '수소', '연료전지', '차', '등', '구동', '모터', '핵심', '부품', '지속', '공급', '증가', '방산', '안정', '매출', '시현', '중임', 'Tier', 'GM', 'PSA']"
193,"['설립', '유가증권', '시장', '상장', '자동차', '타이어', '제조', '판매', '레', '탈', '타이어', '부문', '운송', '보관', '금형', '제작', '수리', '과제', '빵', '업', '타이어', '사업', '부문', '구성', '기업', '자리', '국내', '본사', '거점', '중국', '미주', '유럽', '동남아', '등', '글로벌', '판매', '네트워크', '타이어', '제조', '판매', 'Global', 'Tire']"
194,"['동사', '사명', '두산인프라코어', '변경', '건설', '중장비', '엔진', '등', '생산', '판매', '사업', '영위', '건설기계', '관련', '북미', '유럽', '등', '선진', '시장', '채널', '역량', '제품', '경쟁력', '강화', '관리', '체계', '효율', '지속', '사업', '성장', '추진', '엔진', '사업', '최신', '규제', '만족', '친환경', '소형', '엔진', '안정', '공급', '국내외', '농기계', '지게차', '업체', '공급', '확대', '진행', '중임', 'Bobcat']"
195,"['동사', '인적', '분할', '설립', '신설', '회사', '유가증권', '시장', '상장', '별', '사업', '영위', '순수', '지주회사', '성격', '인터내셔널', '하우시스', '세미', '콘', '국내', '자회사', '보유', '각자', '회사', '사업', '상품', '중개업', '인터내셔널', '건축', '플라스틱', '제품', '제조업', '하우시스', '시스템', '반도체', '설계', '제조업', '세미', '콘', '기타', '기초', '유기', '화합물', '제조업', '영위', 'LX', 'LX', 'LXMMA', 'LX', 'LX', 'LX', 'IC', 'LX', 'LXMMA']"
196,"['하이', '마트', '설립', '동사', '가전제품', '도소매업', '영위', '기준', '점포', '물류', '센터', '운영', '중임', '동사', '최대주주', '유진기업', '변경', '후', '롯데', '쇼핑', '바', '상호', '롯데', '하이', '마트', '변경', '업계', '카테고리 킬러', '업체', '규모의 경제', '실현', '최고', '브랜드', '인지도', '확보', '바탕', '합리', '가격', '최고', '서비스', '고객', '제공']"
197,"['동사', 'LG', '그룹', '계열사', 'LG', '화학', '산업', '사업', '부문', '분할', '설립', '기업', '동사', '제품', '창', '호', '바닥재', '인조', '대리석', '등', '건축', '자재', '자동차', '부품', '원단', '인테리어', '가전', '표면', '재', '등', '산업', '필름', '등', '동사', '국내', '중국', '북미', '유럽', '등', '핵심', '시장', '고객', '중심', '사업', '활동', '전개', '스톤', '인조', '대리석', '자동차', '원단', '등', '글로벌', '시장', '선도', '지위', '확보']"
198,"['동사', '유지', '공업', '식품', '도매', '업', '영위', '설립', '면류', '스낵', '류', '유제품', '조미', '소재', '등', '제조', '판매', '식량난', '극복', '국내', '최초', '삼양라면', '생산', '이후', '출시', '불닭볶음면', '매운맛', '지속', '경쟁', '우위', '유지', '중임', '미국', '러시아', '유럽', '중국', '동남아', '중동', '등', '세계', '각지', '삼양라면', '불닭볶음면', '등', '제품', '수출']"
199,"['동사', '설립', '의약품', '등', '제조', '판매업', '등', '영위', '기업', '제품', '하이트', '린', '원비디', '등', '동사', '신약', '항', '궤양', '위', '십이지장', '궤양', '위궤양', '국내', '신약', '허가', '이후', '역류', '식도염', '균', '요법', '적응', '증', '추가', '수출', '시장', '확대', '목적', '승인', '완료', '다', '국가', '완', '원료', '수출', '진행', 'H', 'pylori', 'WHOPQ']"
